Borough,Householder's Sex,Householder's Age,Householder's Race,Number of Persons form Temporary Residence,Most Recent Place Householder Lived for 6 Months or More,Year Householder Moved Into Unit ,Reason for Householder Moving,Place of Householder's Birth,Condo/Coop Status,Owner/Renter,Cash Rent/Rent Free,Down Payment,Down Payment Status,Value,Mortgage Status,Mortgage Origination Year,Mortgage Interest Rate,Insurance Paid Separately,Real Estate Taxes Paid Separately,Number of Units in Building,Owner Lives in Building,Number of Stories in Building,Number of Rooms ,Number of Bedrooms,Complete Plumbing Facilities ,Toilet Breakdowns,Complete Kitchen Facilities ,Kitchen Facilities Functioning,Type of Heating Fuel,Electricity Paid Separately,Electricity Monthly Cost ,Gas Paid Separately,Gas Monthly Cost ,Combined Gas/Electricity Monthly Cost,Water and Sewer Paid Separately,Water and Sewer Annual Cost,Other Fuels,Other Fuels Annual Cost ,Monthly Contract Ren,Length of Lease,Federal Section 8,Other Rental Subsidy,Out of Pocket Rent,Householder Moved to the United States as an Immigrant ,Year Householder Moved to the United States,Year Householder Moved to New York City,Control Status,Monthly Owner Cost,Monthly Gross Rent,Monthly Gross Rent per room,Monthly Contract Rent Per Room,Household Below Specified Income Level,Total Household Income,Income Flag,Monthly Gross Rent as Percent of Household Income,Monthly Contract Rent as Percent of Household Income
3,2,31,1,1,9,2012,2,99,24,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,1,1,1,2,1,1,2,1,35,2,9999,9999,2,9999,2,99999,2250,2,2,2,2250,2,2009,2012,80,999999,2285,2285,2250,1,9999999,0,0,0
3,1,74,1,1,5,1974,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,2,2,1,2,1,1,2,2,9999,9,9999,75,2,9999,3,99999,908,2,2,2,908,9,9999,1960,30,999999,983,492,454,3,14508,0,813,751
3,2,32,1,1,5,2017,2,13,7,2,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,2,2,1,2,1,1,2,2,9999,9,9999,200,2,9999,3,99999,2000,2,2,2,2000,9,9999,9999,31,999999,2200,1100,1000,3,60000,0,440,400
3,2,32,1,1,5,2011,2,99,17,2,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,2,2,1,2,1,1,3,2,9999,9,9999,130,2,9999,3,99999,99999,9,9,3,99999,9,9999,2010,31,999999,99999,9999,9999,3,115000,0,9999,9999
3,2,40,1,1,5,2010,2,99,9,2,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,3,2,1,2,1,1,3,2,9999,9,9999,150,2,9999,3,99999,4000,2,2,2,4000,9,9999,1998,31,999999,4150,1383,1333,3,290000,0,172,166
3,1,32,1,1,8,2015,1,3,9,2,9,9999999,9,9999999,9,9999,9999,9,9,13,3,7,1,1,1,2,1,1,3,1,100,2,9999,9999,2,9999,3,99999,2400,6,2,2,2400,9,9999,2015,80,999999,2500,2500,2400,3,120000,0,250,240
3,1,58,1,1,5,2008,2,99,9,3,1,9999999,9,750000,2,9999,9999,1,3,12,1,6,6,3,1,2,1,1,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,9,9999,2003,2,6859,99999,9999,9999,3,102000,0,9999,9999
3,2,48,1,1,5,2013,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,3,2,1,2,1,8,1,1,70,2,9999,9999,2,9999,2,99999,3400,4,2,2,3400,9,9999,9999,80,999999,3470,1157,1133,3,135000,0,308,302
3,2,48,1,1,5,2007,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,3,4,3,1,2,1,1,2,2,9999,9,9999,250,2,9999,3,99999,4000,4,2,2,4000,9,9999,1990,80,999999,4250,1063,1000,1,9999999,0,0,0
3,1,85,1,1,3,1960,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,4,2,2,5,3,1,2,1,1,1,1,100,2,9999,9999,2,9999,2,99999,370,6,2,2,370,9,9999,1954,80,999999,470,94,74,3,146240,0,39,30
3,1,50,7,1,5,1997,2,99,20,2,1,9999999,9,3000000,2,9999,9999,1,3,13,1,7,5,4,1,2,1,1,1,1,125,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,12,3525,99999,9999,9999,3,436000,0,9999,9999
3,1,85,1,1,6,1987,2,99,17,2,1,9999999,9,1000000,2,9999,9999,1,3,13,1,7,4,3,1,2,1,1,2,2,9999,9,9999,100,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,12,3600,99999,9999,9999,3,51672,0,9999,9999
3,2,42,4,1,5,2009,2,99,18,2,1,9999999,9,1300000,1,2009,450,1,2,12,1,6,4,3,1,1,1,1,4,1,125,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,1998,1998,12,5125,99999,9999,9999,3,248000,0,9999,9999
3,2,34,4,1,5,2013,2,99,18,2,1,228000,9,925000,1,2013,350,2,2,13,1,6,3,2,1,2,1,1,4,2,9999,9,9999,125,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,12,4163,99999,9999,9999,3,110500,0,9999,9999
3,2,50,4,1,5,2007,1,99,18,2,1,9999999,9,1800000,2,9999,9999,1,1,12,1,6,3,3,1,2,1,1,2,1,120,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,1983,1993,12,3828,99999,9999,9999,3,190000,0,9999,9999
3,1,29,1,1,5,2014,2,17,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,1,5,3,3,1,1,1,1,2,1,80,1,20,9999,2,9999,2,99999,3100,2,2,2,3100,9,9999,2002,30,999999,3200,1067,1033,3,325000,0,118,114
3,1,29,1,1,5,2011,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,1,5,3,3,1,2,1,8,3,1,180,3,9999,9999,2,9999,3,99999,3200,2,2,2,3200,9,9999,2006,30,999999,3380,1127,1067,3,350000,0,116,110
3,2,24,1,1,8,2016,2,1,7,1,9,9999999,9,9999999,9,9999,9999,9,9,11,1,5,3,2,1,1,1,1,3,1,50,2,9999,9999,2,9999,3,99999,2750,2,2,2,2750,9,9999,2016,80,999999,2800,933,917,3,98000,0,343,337
3,1,37,1,1,6,1992,2,99,7,3,1,9999999,9,1000000,1,9998,9998,1,2,11,1,5,5,3,1,2,1,1,2,1,408,1,344,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,5426,99999,9999,9999,3,484000,0,9999,9999
3,1,61,1,1,5,1975,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,1,1,1,2,1,1,1,2,9999,9,9999,90,2,9999,2,99999,954,4,2,2,954,9,9999,9999,30,999999,1044,1044,954,3,46000,0,272,249
3,2,67,1,1,13,1993,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,2,2,1,2,1,1,1,1,55,2,9999,9999,2,9999,2,99999,1793,4,2,1,1582,9,9999,9999,30,999999,1848,924,897,3,39384,0,563,546
3,1,26,1,1,5,2015,2,12,9,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,3,2,2,1,2,1,1,2,1,100,1,22,9999,2,9999,3,99999,3250,2,2,2,3250,9,9999,2013,80,999999,3372,1686,1625,3,190000,0,213,205
3,2,29,1,1,5,2015,2,4,98,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,4,2,2,1,2,1,1,2,2,9999,9,9999,100,2,9999,3,99999,2000,2,2,2,2000,9,9999,9999,80,999999,2100,1050,1000,1,9999999,0,0,0
3,1,23,4,1,8,2015,2,98,18,2,1,540000,9,600000,2,9999,9999,1,3,13,1,5,2,2,1,2,1,1,3,2,9999,9,9999,35,2,9999,3,99999,99999,9,9,3,99999,9,9999,2015,12,2535,99999,9999,9999,3,65000,0,9999,9999
3,1,32,1,1,5,2009,2,99,9,2,1,9999999,9,760000,1,2017,300,1,1,13,1,5,2,2,1,2,1,1,3,2,9999,9,9999,100,2,9999,3,99999,99999,9,9,3,99999,9,9999,1997,12,7081,99999,9999,9999,3,200000,0,9999,9999
3,2,76,1,1,5,1979,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,3,3,2,1,2,1,1,2,2,9999,9,9999,110,2,9999,2,99999,1033,4,2,1,752,9,9999,9999,30,999999,1143,381,344,3,25436,0,539,487
3,1,23,1,1,8,2016,2,1,9,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,3,3,2,1,2,1,1,2,1,60,1,25,9999,2,9999,3,99999,3650,2,2,2,3650,9,9999,2016,80,999999,3735,1245,1217,3,75000,0,598,584
3,2,65,1,1,5,1993,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,3,2,2,1,2,1,1,1,2,9999,9,9999,60,2,9999,2,99999,1268,4,2,2,1268,9,9999,9998,30,999999,1328,664,634,3,44500,0,358,342
3,2,61,1,1,9,1983,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,1,1,1,2,1,1,2,1,75,2,9999,9999,2,9999,3,99999,1650,4,2,2,1650,9,9999,1983,31,999999,1725,1725,1650,1,9999999,0,0,0
3,2,64,1,1,5,1986,2,99,9,3,1,9999999,9,2000000,2,9999,9999,1,3,11,1,5,5,4,1,2,1,1,1,2,9999,9,9999,100,2,9999,2,99999,99999,9,9,3,99999,9,9999,1986,2,4917,99999,9999,9999,3,90000,0,9999,9999
3,2,54,1,1,5,2015,2,17,9,3,1,9999998,8,1200000,1,2015,9998,1,1,11,1,5,3,2,1,1,1,1,1,1,70,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1994,2,5470,99999,9999,9999,3,1273606,1,9999,9999
3,2,62,1,1,5,1999,2,99,9,3,1,9999999,9,2000000,1,2015,9998,2,2,11,1,5,3,2,1,2,1,1,2,1,60,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9998,2,5460,99999,9999,9999,3,190000,0,9999,9999
3,2,51,1,1,5,1999,2,99,9,3,1,9999999,9,1500000,1,2013,425,1,2,9,1,5,4,3,1,2,1,1,2,1,100,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,1987,2,3457,99999,9999,9999,3,476658,1,9999,9999
3,2,54,1,1,5,2007,2,99,9,3,1,9999999,9,6387127,1,2012,320,2,3,10,1,5,5,3,1,2,1,1,1,1,150,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1991,2,32154,99999,9999,9999,3,1298606,1,9999,9999
3,1,59,1,1,9,2000,2,99,9,3,1,9999999,9,3000000,1,2007,789,1,2,10,1,4,6,3,1,2,1,1,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,9,9999,2000,2,4136,99999,9999,9999,3,84000,0,9999,9999
3,1,34,1,1,5,2016,2,12,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,1,7,1,1,1,2,1,1,2,1,75,2,9999,9999,2,9999,3,99999,2400,3,2,2,2400,9,9999,2011,80,999999,2475,2475,2400,3,108000,0,275,267
3,2,48,1,1,9,2017,2,98,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,2,1,2,1,1,2,1,70,2,9999,9999,2,9999,3,99999,2900,2,2,2,2900,9,9999,9998,80,999999,2970,990,967,1,9999999,0,0,0
3,2,56,1,1,13,2005,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,2,2,1,2,1,1,2,2,9999,9,9999,75,2,9999,3,99999,2600,2,2,2,2600,1,2005,2005,80,999999,2675,1338,1300,3,120000,0,268,260
3,1,40,1,1,5,2007,2,99,98,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,3,1,8,1,8,1,2,9999,9,9999,120,2,9999,2,99999,3500,8,8,2,99998,8,9998,9998,80,999999,3620,1207,1167,3,1348606,1,0,0
3,2,25,1,1,9,2013,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,2,2,1,2,1,1,3,2,9999,9,9999,200,2,9999,3,99999,4100,2,2,2,4100,9,9999,9999,80,999999,4300,2150,2050,3,140000,0,369,351
3,2,24,1,1,9,2017,2,2,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,4,3,1,2,1,1,1,2,9999,9,9999,200,2,9999,2,99999,4500,2,2,2,4500,9,9999,9999,80,999999,4700,1175,1125,3,67000,0,842,806
3,1,50,1,1,5,1999,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,4,3,1,2,1,1,3,1,80,1,20,9999,2,9999,2,99999,5500,2,2,2,5500,9,9999,9999,80,999999,5600,1400,1375,3,195000,0,345,338
3,2,30,1,1,5,2015,2,6,16,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,4,3,1,2,1,1,3,2,9999,9,9999,110,2,9999,3,99999,7688,2,2,2,7711,2,2009,2009,80,999999,7292,0,0,1,9999999,0,0,0
3,2,85,1,1,5,1967,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,4,3,2,1,2,1,1,1,1,50,1,22,9999,2,9999,2,99999,1725,6,2,1,1150,9,9999,9999,90,999999,1797,599,575,3,25604,0,842,808
3,1,23,10,1,9,2016,2,1,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,3,1,2,1,1,1,1,60,1,40,9999,2,9999,2,99999,3650,2,2,2,3650,9,9999,2016,80,999999,3750,1250,1217,3,175000,0,257,250
3,1,29,1,1,14,2016,2,1,17,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,2,2,1,1,1,1,3,2,9999,9,9999,100,2,9999,3,99999,2825,2,2,2,2825,2,2016,2016,80,999999,2925,1463,1413,3,1273606,1,0,0
3,1,27,1,1,8,2015,2,12,17,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,2,2,1,2,1,1,1,2,9999,9,9999,80,2,9999,2,99999,2700,2,2,2,2700,9,9999,2015,80,999999,2780,1390,1350,3,30000,0,1010,1010
3,1,63,1,9,98,2016,2,98,98,3,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,3,2,1,2,1,1,3,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,30,999999,99999,9999,9999,3,177000,0,9999,9999
3,2,77,8,1,6,1995,2,99,24,3,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,4,2,1,2,1,1,1,2,9999,9,9999,165,2,9999,2,99999,2700,4,2,2,2700,8,9998,9998,80,999999,2865,716,675,1,8280,0,1010,1010
3,2,37,1,1,5,2005,2,99,98,2,1,9999999,9,525000,1,2012,425,2,2,12,1,6,1,1,1,2,1,1,3,2,9999,9,9999,85,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,12,2885,99999,9999,9999,3,155000,0,9999,9999
3,1,53,1,1,5,2009,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,4,3,1,2,1,1,1,2,9999,9,9999,100,2,9999,2,99999,3300,2,2,2,3300,9,9999,9999,80,999999,3400,850,825,3,155000,0,263,255
3,1,47,1,1,5,2015,2,1,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,2,1,2,1,1,2,1,60,2,9999,9999,2,9999,3,99999,2850,4,2,2,2850,9,9999,2005,80,999999,2910,970,950,3,476658,1,0,0
3,1,25,1,1,5,2015,2,12,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,3,5,4,3,1,2,1,1,2,2,9999,9,9999,80,2,9999,2,99999,3525,2,2,2,3525,9,9999,2013,80,999999,3605,901,881,3,129000,0,335,328
3,1,30,1,1,9,2016,2,9,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,4,3,1,2,1,1,1,2,9999,9,9999,60,2,9999,2,99999,3400,2,2,2,3400,9,9999,2016,80,999999,3460,865,850,3,107000,0,388,381
3,2,24,1,1,5,2016,2,12,9,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,4,4,3,1,2,1,1,2,2,9999,9,9999,70,2,9999,3,99999,3500,2,2,2,3500,9,9999,2014,80,999999,3570,893,875,3,150000,0,286,280
3,1,62,8,1,5,2015,2,6,7,2,9,9999999,9,9999999,9,9999,9999,9,9,9,2,5,1,1,1,2,1,1,4,2,9999,9,9999,65,2,9999,2,99999,2750,2,2,2,2750,9,9999,9999,80,999999,2815,2815,2750,3,40000,0,845,825
3,2,23,1,1,8,2016,2,5,98,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,2,2,1,1,1,1,1,1,110,2,9999,9999,2,9999,2,99999,3500,2,2,2,3500,9,9999,2016,80,999999,3610,1805,1750,3,265500,0,163,158
3,1,29,1,1,5,2016,2,3,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,4,4,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,4000,2,2,2,4000,9,9999,2015,80,999999,4000,1000,1000,3,310000,0,155,155
3,1,26,1,1,5,2013,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,3,2,9999,9,9999,110,2,9999,3,99999,3550,2,2,2,3550,9,9999,9998,30,999999,3660,3660,3550,3,175000,0,251,243
3,1,30,1,1,9,1997,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,3,2,1,2,1,1,1,1,56,1,22,9999,2,9999,2,99999,2336,2,2,2,2336,9,9999,1997,90,999999,2414,805,779,3,200000,0,145,140
3,1,57,1,1,5,2005,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,3,2,1,2,1,1,3,2,9999,9,9999,110,2,9999,3,99999,3650,4,2,2,3650,9,9999,9999,30,999999,3760,1253,1217,3,1273606,1,0,0
3,1,67,1,1,5,1985,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,1,1,2,1,1,1,1,25,1,5,9999,2,9999,2,99999,950,4,2,1,750,9,9999,1977,30,999999,980,327,317,3,33200,0,354,343
3,2,41,1,1,9,2013,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,4,1,1,1,2,1,1,4,1,50,1,30,9999,2,9999,2,99999,2100,4,2,2,2100,9,9999,2004,80,999999,2180,2180,2100,3,150000,0,174,168
3,2,85,1,1,5,2014,2,19,7,1,9,9999999,9,9999999,9,9999,9999,9,9,5,2,4,2,2,1,2,1,1,4,1,60,1,25,9999,2,9999,2,99999,2100,4,2,2,2100,9,9999,9999,80,999999,2185,1093,1050,3,42500,0,617,593
3,2,41,1,1,9,2010,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,7,2,4,3,2,1,2,1,1,4,2,9999,9,9999,100,2,9999,2,99999,3050,4,2,2,3050,9,9999,2010,80,999999,3150,1050,1017,3,140000,0,270,261
3,2,47,8,1,5,2010,2,99,9,3,1,9999998,8,700000,2,9999,9999,3,3,11,1,5,3,2,1,2,1,8,4,2,9999,9,9999,125,2,9999,2,99999,99999,9,9,3,99999,9,9999,2010,2,930,99999,9999,9999,3,159000,0,9999,9999
3,2,60,1,1,5,1995,2,99,9,3,1,9999999,9,475000,2,9999,9999,1,3,11,1,5,4,3,1,2,1,1,2,2,9999,9,9999,120,2,9999,2,99999,99999,9,9,3,99999,9,9999,1990,2,945,99999,9999,9999,3,184169,1,9999,9999
3,2,60,1,1,5,1995,2,99,9,3,1,9999999,9,700000,1,9998,9998,1,2,11,1,5,4,3,1,2,1,1,2,2,9999,9,9999,140,2,9999,3,99999,99999,9,9,3,99999,9,9999,1981,2,3062,99999,9999,9999,3,100000,0,9999,9999
3,1,24,1,1,5,2016,2,19,9,3,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,2,1,1,2,1,8,2,2,9999,9,9999,100,2,9999,3,99999,1400,6,2,2,1400,9,9999,2014,31,999999,1500,750,700,3,175000,0,103,96
3,2,28,1,1,8,2016,2,1,9,3,1,283000,9,1250000,1,2016,250,2,3,13,1,6,3,2,1,2,1,1,2,2,9999,9,9999,65,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,4945,99999,9999,9999,3,92000,0,9999,9999
3,1,28,1,1,9,2014,2,1,9,3,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,2,2,9999,9,9999,65,2,9999,3,99999,5100,2,2,2,5100,9,9999,9999,80,999999,5165,1722,1700,3,240000,0,258,255
3,2,69,1,1,8,1974,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,1,1,1,4,3,9999,2,9999,9999,2,9999,2,99999,1800,4,8,1,1700,9,9999,9999,30,999999,1800,600,600,3,27600,0,783,783
3,2,22,1,1,9,2016,2,12,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,4,1,100,2,9999,9999,2,9999,2,99999,3395,2,2,2,3395,9,9999,2016,90,999999,3495,3495,3395,1,9999999,0,0,0
3,2,32,1,1,5,2013,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,1,1,1,8,1,8,2,2,9999,9,9999,75,2,9999,3,99999,3095,4,2,2,3095,9,9999,9998,80,999999,3170,3170,3095,3,140000,0,272,265
3,1,33,7,1,2,2016,2,6,21,1,9,9999999,9,9999999,9,9999,9999,9,9,13,3,6,3,3,1,2,1,1,4,1,110,2,9999,9999,2,9999,2,99999,5520,2,2,2,5520,2,2009,2009,80,999999,5630,1877,1840,3,325000,0,208,204
3,2,28,1,1,3,2017,2,12,16,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,2,2,9999,9,9999,80,2,9999,2,99999,4095,3,2,2,4095,1,1990,1990,80,999999,4175,1392,1365,3,189000,0,265,260
3,2,29,1,1,5,2012,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,13,3,6,3,2,1,2,1,1,1,1,110,1,25,9999,2,9999,2,99999,4095,2,2,2,4095,2,2010,2010,80,999999,4230,1410,1365,3,60000,0,846,819
3,2,28,1,1,5,2003,2,99,7,1,9,9999999,9,9999999,9,9999,9999,9,9,5,1,2,2,2,1,2,1,1,2,1,110,2,9999,9999,2,9999,3,99999,2300,2,2,2,2300,9,9999,9998,31,999999,2410,1205,1150,3,75000,0,386,368
3,2,64,1,1,5,1977,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,3,1,1,1,1,1,1,1,2,9999,9,9999,100,2,9999,2,99999,883,4,2,1,575,9,9999,1973,31,999999,983,983,883,1,1552,0,1010,1010
3,1,25,1,1,5,2016,2,1,9,1,9,9999999,9,9999999,9,9999,9999,9,9,9,2,4,1,1,1,2,1,1,4,1,30,2,9999,9999,2,9999,2,99999,2400,2,2,2,2400,9,9999,9998,31,999999,2430,2430,2400,3,100000,0,292,288
3,1,35,1,1,5,2016,2,13,9,3,9,9999999,9,9999999,9,9999,9999,9,9,11,2,3,1,1,1,2,1,1,2,2,9999,9,9999,125,2,9999,3,99999,2195,2,2,2,2195,9,9999,2010,80,999999,2320,2320,2195,3,170000,0,164,155
3,1,31,1,1,5,2016,2,20,17,1,9,9999999,9,9999999,9,9999,9999,9,9,9,2,4,5,3,1,2,1,1,2,1,30,1,20,9999,2,9999,2,99999,5700,2,2,2,5700,1,2012,2014,80,999999,5750,1150,1140,3,450000,0,153,152
3,2,27,10,1,5,2016,2,12,16,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,5,1,1,1,2,1,1,2,1,30,2,9999,9999,2,9999,3,99999,3900,3,2,2,3900,9,9999,2011,80,999999,3930,3930,3900,3,155000,0,304,302
3,1,23,1,1,8,2015,2,1,9,1,9,9999999,9,9999999,9,9999,9999,9,9,9,2,5,3,2,1,2,1,1,3,1,80,2,9999,9999,2,9999,2,99999,3975,2,2,2,3975,9,9999,2015,80,999999,4055,1352,1325,3,95000,0,512,502
3,2,23,8,1,5,2015,2,1,24,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,2,2,9999,9,9999,150,2,9999,2,99999,3000,2,2,2,3000,1,2011,2011,80,999999,3150,3150,3000,3,110000,0,344,327
3,1,44,1,1,4,2015,2,13,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,3,2,9999,9,9999,200,2,9999,3,99999,3000,2,2,2,3000,9,9999,9999,80,999999,3200,3200,3000,3,120000,0,320,300
3,1,20,8,1,5,2017,2,16,16,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,3,2,9999,9,9999,100,2,9999,3,99999,2812,2,2,2,2812,2,2014,2015,80,999999,2912,2912,2812,1,9999999,0,0,0
3,2,20,1,1,5,2016,2,13,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,3,1,2,1,1,2,2,9999,9,9999,80,2,9999,3,99999,3900,2,2,2,3900,9,9999,2015,80,999999,3980,1327,1300,1,9999999,0,0,0
3,2,30,1,1,5,2015,2,12,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,3,1,2,1,1,2,2,9999,9,9999,100,2,9999,2,99999,2995,2,2,2,2995,9,9999,2012,80,999999,3095,1032,998,1,9999999,0,0,0
3,2,24,1,1,8,2016,2,4,9,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,4,3,1,2,1,1,1,2,9999,9,9999,100,2,9999,2,99999,3713,4,2,2,3713,9,9999,9998,80,999999,3813,953,928,3,88370,1,0,0
3,2,36,4,1,4,2015,2,1,18,1,9,9999999,9,9999999,9,9999,9999,9,9,12,3,7,1,1,1,2,1,1,2,2,9999,9,9999,90,2,9999,3,99999,2750,4,2,2,2750,1,1986,2012,80,999999,2840,2840,2750,3,200000,0,170,165
3,1,33,7,1,6,2009,2,99,20,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,3,1,100,2,9999,9999,2,9999,3,99999,2625,2,2,2,2625,1,1999,1999,80,999999,2725,2725,2625,3,153000,0,214,206
3,2,38,1,1,9,2010,2,99,17,2,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,3,1,60,2,9999,9999,2,9999,3,99999,3125,2,2,2,3125,2,2005,2010,80,999999,3185,3185,3125,3,132000,0,290,284
3,1,25,6,1,9,2016,2,1,19,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,2,1,50,2,9999,9999,2,9999,3,99999,2800,2,2,2,2800,2,2010,2016,80,999999,2850,2850,2800,3,80000,0,428,420
3,2,35,1,1,2,2014,2,6,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,4,3,1,2,1,1,3,1,100,2,9999,9999,2,9999,3,99999,4800,2,2,2,4800,9,9999,9999,80,999999,4900,1225,1200,3,97000,0,606,594
3,2,34,1,1,13,2016,2,1,17,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,2,2,1,2,1,1,3,1,80,2,9999,9999,2,9999,3,99999,3500,1,2,2,3500,1,2007,2012,80,999999,3580,1790,1750,3,224000,0,192,188
3,2,27,3,1,5,2010,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,3,7,1,1,1,2,1,1,3,2,9999,9,9999,60,2,9999,3,99999,2895,4,2,2,2895,9,9999,9999,80,999999,2955,2955,2895,3,145000,0,245,240
3,1,38,1,1,5,2015,1,6,17,4,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,3,3,1,2,1,1,3,1,140,2,9999,9999,2,9999,3,99999,4000,2,2,2,4000,2,2010,2010,80,999999,4140,1380,1333,3,167000,0,297,287
3,1,41,1,1,13,2010,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,3,4,3,1,2,1,1,4,1,100,3,9999,9999,2,9999,2,99999,4100,2,2,2,4100,2,2010,2010,80,999999,4200,1050,1025,3,450000,0,112,109
