Borough,Householder's Sex,Householder's Age,Householder's Race,Number of Persons form Temporary Residence,Most Recent Place Householder Lived for 6 Months or More,Year Householder Moved Into Unit ,Reason for Householder Moving,Place of Householder's Birth,Condo/Coop Status,Owner/Renter,Cash Rent/Rent Free,Down Payment,Down Payment Status,Value,Mortgage Status,Mortgage Origination Year,Mortgage Interest Rate,Insurance Paid Separately,Real Estate Taxes Paid Separately,Number of Units in Building,Owner Lives in Building,Number of Stories in Building,Number of Rooms ,Number of Bedrooms,Complete Plumbing Facilities ,Toilet Breakdowns,Complete Kitchen Facilities ,Kitchen Facilities Functioning,Type of Heating Fuel,Electricity Paid Separately,Electricity Monthly Cost ,Gas Paid Separately,Gas Monthly Cost ,Combined Gas/Electricity Monthly Cost,Water and Sewer Paid Separately,Water and Sewer Annual Cost,Other Fuels,Other Fuels Annual Cost ,Monthly Contract Ren,Length of Lease,Federal Section 8,Other Rental Subsidy,Out of Pocket Rent,Householder Moved to the United States as an Immigrant ,Year Householder Moved to the United States,Year Householder Moved to New York City,Control Status,Monthly Owner Cost,Monthly Gross Rent,Monthly Gross Rent per room,Monthly Contract Rent Per Room,Household Below Specified Income Level,Total Household Income,Income Flag,Monthly Gross Rent as Percent of Household Income,Monthly Contract Rent as Percent of Household Income
2,2,49,2,1,4,2006,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,3,4,4,1,1,1,1,1,1,100,1,20,9999,2,9999,2,99999,500,2,2,2,500,9,9999,9999,95,999999,620,155,125,3,83560,0,89,72
2,2,48,1,1,2,1981,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,3,5,4,1,2,1,1,1,2,9999,9,9999,120,2,9999,2,99999,450,2,2,2,450,9,9999,9999,95,999999,570,114,90,1,9800,0,698,551
3,1,51,1,1,5,1999,2,99,9,1,1,9999999,9,700000,1,1999,650,2,1,1,1,1,5,3,1,2,1,1,2,1,100,1,344,9999,1,200,3,99999,99999,9,9,3,99999,9,9999,1989,1,2400,99999,9999,9999,3,95000,0,9999,9999
3,1,56,1,1,5,2001,2,99,12,1,1,9999999,9,300000,1,2010,400,2,2,1,1,1,6,4,1,2,1,1,1,1,140,1,50,9999,1,700,1,1200,99999,9,9,3,99999,1,1978,1978,1,2448,99999,9999,9999,3,129000,0,9999,9999
3,2,44,2,1,3,2013,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,2,2,1,2,1,1,2,2,9999,9,9999,68,2,9999,3,99999,700,2,2,2,700,1,2002,2002,30,999999,768,384,350,3,25500,0,361,329
3,2,26,2,1,5,2016,2,14,11,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,5,2,2,1,2,1,1,2,1,36,2,9999,9999,2,9999,3,99999,1200,4,2,2,1200,9,9999,2003,30,999999,1236,618,600,3,35848,0,414,402
3,2,78,2,1,5,1986,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,4,3,1,2,1,1,2,2,9999,9,9999,100,2,9999,3,99999,979,4,2,1,423,1,1986,1986,30,999999,1079,270,245,3,14928,0,867,787
3,2,80,2,1,10,1980,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,9,2,5,3,2,1,2,1,8,1,3,9999,2,9999,9999,2,9999,2,99999,908,7,2,2,908,8,9998,9998,30,999999,908,303,303,1,6192,0,1010,1010
3,2,44,2,1,3,2009,2,99,11,1,9,9999999,9,9999999,9,9999,9999,9,9,12,2,4,2,2,1,2,1,1,3,1,110,1,22,9999,2,9999,3,99999,1056,4,2,2,1056,1,2008,2008,30,999999,1188,594,528,3,33900,0,421,374
3,2,30,2,1,5,2014,2,13,11,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,2,1,2,1,1,2,1,100,1,30,9999,2,9999,3,99999,1200,2,2,2,1200,9,9999,9999,30,999999,1330,443,400,3,62240,0,256,231
3,1,30,2,1,3,2012,2,99,12,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,2,1,2,1,1,2,1,80,1,25,9999,2,9999,3,99999,945,2,2,2,945,1,2002,2002,30,999999,1050,350,315,3,32000,0,394,354
3,2,37,1,1,3,2016,2,8,13,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,3,2,1,2,1,1,2,1,70,1,25,9999,2,9999,3,99999,1450,2,2,2,1450,1,2010,2010,30,999999,1545,515,483,3,44528,0,416,391
3,2,32,1,1,5,2010,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,10,2,4,3,2,1,2,1,1,2,1,100,1,25,9999,2,9999,3,99999,1060,4,2,2,1060,9,9999,2003,30,999999,1185,395,353,3,51490,0,276,247
3,1,65,2,1,4,1998,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,1,3,9999,2,9999,9999,2,9999,3,99999,694,2,2,2,694,9,9999,1976,5,999999,694,231,231,3,29724,0,280,280
3,2,57,2,1,3,1996,2,99,14,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,4,3,9999,2,9999,9999,2,9999,2,99999,300,2,2,2,300,1,1988,1988,5,999999,300,75,75,3,24394,0,148,148
3,2,71,1,1,3,1965,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,4,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,600,6,2,2,600,9,9999,1965,5,999999,600,150,150,3,80500,0,89,89
3,1,71,1,1,3,1997,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,3,1,2,1,1,2,3,9999,2,9999,9999,2,9999,3,99999,399,2,2,2,399,9,9999,1963,5,999999,399,133,133,3,17040,0,281,281
3,2,65,1,1,4,1977,2,99,9,3,1,9999999,9,3000000,2,9999,9999,1,1,13,1,7,7,4,1,2,1,1,2,1,150,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,3150,99999,9999,9999,3,274200,0,9999,9999
3,2,48,4,1,8,1989,2,99,18,3,1,9999999,9,1200000,1,9998,9998,2,3,13,1,6,3,3,1,2,1,1,2,1,150,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,1,1986,1990,2,4650,99999,9999,9999,3,150000,0,9999,9999
3,1,42,1,1,5,1977,2,99,7,2,1,9999999,9,1600000,2,9999,9999,1,3,13,1,7,5,3,1,2,1,1,1,1,408,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,6834,99999,9999,9999,3,210000,0,9999,9999
3,2,70,1,1,98,1997,2,99,98,3,1,9999999,9,3000000,2,9999,9999,8,3,13,1,7,3,3,1,8,1,8,1,1,90,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,2,1490,99999,9999,9999,3,104044,0,9999,9999
3,1,37,1,1,5,1994,2,99,7,3,1,9999999,9,1600000,2,9999,9999,1,3,13,1,7,4,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1500,99999,9999,9999,3,140000,0,9999,9999
3,1,31,10,1,5,2016,2,17,13,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,2,2,1,2,1,1,2,2,9999,9,9999,80,2,9999,3,99999,4600,2,2,2,4600,9,9999,2011,80,999999,4680,2340,2300,3,290000,0,194,190
3,2,43,1,1,5,2010,2,99,24,3,1,9999999,9,2000000,1,9998,9998,2,3,10,1,5,4,3,1,2,1,1,1,1,250,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,2,2005,2005,2,5250,99999,9999,9999,3,200000,0,9999,9999
3,1,71,1,1,9,2000,2,99,17,3,1,9999999,9,2000000,1,9998,9998,2,3,10,1,5,3,2,1,2,1,1,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,4900,99999,9999,9999,3,404900,0,9999,9999
3,2,64,1,1,5,1976,2,99,7,3,1,9999999,9,2000000,1,1991,789,3,3,10,1,5,4,3,1,2,1,1,2,1,60,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,1880,99999,9999,9999,3,16000,0,9999,9999
3,1,32,1,1,9,2012,2,99,9,2,1,734000,9,1850000,1,2012,290,2,2,11,1,6,3,2,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,2005,12,3171,99999,9999,9999,3,250000,0,9999,9999
3,2,44,1,1,5,2012,2,99,9,2,1,1525265,9,6387127,1,2013,321,2,2,11,1,6,6,4,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,32954,99999,9999,9999,3,1373606,1,9999,9999
3,1,44,1,1,5,2012,2,99,7,2,1,9999999,0,1600000,1,2012,300,2,2,11,1,6,6,4,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,5000,99999,9999,9999,3,170000,0,9999,9999
3,1,50,4,1,14,2017,2,19,18,2,1,9999999,0,3950000,2,9999,9999,1,3,11,1,6,5,3,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,12,1900,99999,9999,9999,3,650000,0,9999,9999
3,2,40,1,1,5,2012,2,99,9,2,1,9999999,9,6387127,1,2014,275,1,3,13,1,7,8,6,1,2,1,1,3,3,9999,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,1999,12,37580,99999,9999,9999,3,1275606,1,9999,9999
3,2,70,1,1,5,1979,2,99,7,3,1,9999999,9,1800000,1,2012,350,1,3,13,1,5,4,3,1,2,1,1,1,1,80,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,2482,99999,9999,9999,3,104044,0,9999,9999
3,2,41,1,1,2,2013,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,1,1,1,2,1,1,2,1,80,2,9999,9999,2,9999,3,99999,2300,2,2,2,2300,9,9999,1999,31,999999,2380,2380,2300,3,90000,0,317,307
3,1,39,1,1,5,2016,2,17,7,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,5,1,1,1,2,1,1,1,1,50,2,9999,9999,2,9999,2,99999,2600,2,2,2,2600,9,9999,9999,31,999999,2650,2650,2600,3,115000,0,277,271
3,2,77,2,1,8,2000,2,99,9,3,1,9999999,9,20000,2,9999,9999,3,3,13,1,7,4,3,1,2,1,1,4,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9998,86,1300,99999,9999,9999,3,77000,0,9999,9999
3,2,28,1,1,4,2010,2,99,9,3,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,3,2,1,2,1,1,4,3,9999,2,9999,9999,2,9999,2,99999,749,7,2,2,749,9,9999,9998,85,999999,749,250,250,3,48000,0,187,187
3,2,51,1,1,5,1967,1,99,7,3,1,9999999,9,10000,1,9998,9998,2,3,13,1,7,5,4,1,2,1,1,4,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,86,1100,99999,9999,9999,2,20000,0,9999,9999
3,2,77,10,1,5,1973,2,99,9,3,1,9999999,9,2000000,2,9999,9999,1,1,13,1,7,4,3,1,2,1,1,4,3,9999,3,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1968,86,1250,99999,9999,9999,3,83500,0,9999,9999
3,1,74,1,1,5,1991,2,99,17,3,1,9999999,9,2000000,2,9999,9999,1,3,12,1,5,4,2,1,2,1,1,4,1,57,1,22,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,3296,99999,9999,9999,3,78300,1,9999,9999
3,2,36,10,1,5,2013,2,99,9,3,1,9999999,9,6387127,1,2016,300,1,1,13,1,5,6,4,1,2,1,1,3,1,150,1,22,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,2009,2,7131,99999,9999,9999,3,1493606,1,9999,9999
3,1,53,1,1,5,2003,2,99,98,3,1,9999999,9,6387127,1,2005,9998,2,3,13,1,6,1,1,1,1,1,1,2,1,50,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,8,9998,9998,2,3750,99999,9999,9999,3,1273606,1,9999,9999
3,2,63,1,1,5,2003,2,99,9,3,1,9999999,9,800000,1,9998,9998,2,3,13,1,6,3,2,1,2,1,1,1,1,50,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1978,2,3150,99999,9999,9999,3,200000,0,9999,9999
3,2,70,1,1,6,1977,2,99,7,3,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,3,2,1,2,1,1,1,1,50,2,9999,9999,2,9999,2,99999,1300,4,2,2,1300,9,9999,9999,31,999999,1350,450,433,2,18000,0,900,867
3,2,57,1,1,5,1971,2,99,7,3,1,9999999,0,6387127,1,2016,300,2,2,11,1,6,6,5,1,2,1,1,4,1,175,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,2,8634,99999,9999,9999,3,525000,0,9999,9999
3,1,50,1,1,4,2006,2,99,7,3,1,9999999,9,800000,1,2006,300,2,2,12,1,6,5,2,1,2,1,1,2,1,75,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,4875,99999,9999,9999,3,145000,0,9999,9999
3,2,79,1,1,5,1971,2,99,9,3,1,9999999,9,770000,2,9999,9999,1,3,12,1,6,4,3,1,2,1,1,4,2,9999,9,9999,205,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,2705,99999,9999,9999,1,-29700,0,9999,9999
3,1,63,1,1,5,2006,2,99,98,3,1,9999999,9,2100000,2,9999,9999,1,3,9,1,5,3,2,1,2,1,1,2,1,105,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,8,9998,9998,2,1855,99999,9999,9999,3,60000,0,9999,9999
3,2,64,1,1,4,1978,2,99,7,3,1,9999999,9,2000000,1,9998,9998,2,3,10,1,5,1,1,1,2,1,1,1,2,9999,9,9999,100,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,3600,99999,9999,9999,3,19500,0,9999,9999
3,1,46,1,1,4,1997,2,99,7,3,1,9999999,9,3000000,2,9999,9999,1,3,9,1,5,3,3,1,2,1,1,2,1,150,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,1350,99999,9999,9999,3,500000,0,9999,9999
3,2,44,1,1,4,2004,2,99,9,3,1,9999999,9,3000000,1,2013,350,1,1,8,1,5,6,3,1,2,1,1,4,1,408,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1999,2,32554,99999,9999,9999,3,1273606,1,9999,9999
3,2,47,7,1,5,2004,2,99,20,3,1,9999999,9,6387127,1,2012,789,2,3,8,1,5,7,5,1,2,1,1,2,2,9999,9,9999,362,2,9999,3,99999,99999,9,9,3,99999,2,1988,1988,2,3700,99999,9999,9999,3,1323606,1,9999,9999
3,2,37,7,1,2,2014,3,20,20,3,1,9999999,9,6387127,1,9998,9998,2,2,8,1,4,4,4,1,2,1,1,2,1,408,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,2012,2,2350,99999,9999,9999,3,275000,0,9999,9999
3,1,71,1,1,5,1977,2,99,9,3,1,9999999,9,3000000,1,9998,9998,2,3,8,1,5,5,4,1,2,1,1,4,1,200,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1972,2,2200,99999,9999,9999,3,66084,0,9999,9999
3,2,57,1,1,5,2008,2,99,9,3,1,9999999,9,3000000,1,9998,9998,1,2,12,1,6,4,3,1,8,1,8,1,2,9999,9,9999,60,2,9999,2,99999,99999,9,9,3,99999,9,9999,9998,2,2060,99999,9999,9999,3,1453606,1,9999,9999
3,2,20,1,1,14,2016,2,4,7,3,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,1,1,1,1,1,1,2,2,9999,9,9999,60,2,9999,3,99999,3800,6,2,2,3800,2,2003,2003,80,999999,3860,3860,3800,3,50000,0,926,912
3,2,30,1,1,5,2008,2,99,17,3,1,9999999,9,6387127,1,2008,250,1,1,9,1,5,3,3,1,2,1,1,4,2,9999,9,9999,250,2,9999,2,99999,99999,9,9,3,99999,1,2005,2006,2,34371,99999,9999,9999,3,1273606,1,9999,9999
3,1,60,1,1,5,2009,2,99,26,3,1,9999999,9,3500000,1,2009,375,2,3,9,1,5,1,1,1,2,1,1,1,2,9999,9,9999,200,2,9999,2,99999,99999,9,9,3,99999,2,1987,1987,2,32804,99999,9999,9999,3,504000,0,9999,9999
3,1,75,1,1,5,1999,2,99,16,2,1,9999999,9,2800000,2,9999,9999,1,3,8,1,5,5,3,1,2,1,1,4,1,250,1,50,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,2400,99999,9999,9999,3,85000,0,9999,9999
3,1,33,1,1,5,2012,2,99,24,3,1,1525265,9,6387127,1,2012,300,1,1,9,1,5,5,4,1,2,1,1,4,2,9999,9,9999,362,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,8567,99999,9999,9999,3,400000,0,9999,9999
3,2,54,1,1,5,1996,2,99,7,2,1,9999999,9,800000,2,9999,9999,1,3,13,1,6,2,1,1,2,1,1,1,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,727,99999,9999,9999,3,350000,0,9999,9999
3,2,45,1,1,5,1999,2,99,9,3,1,9999999,9,675000,2,9999,9999,3,3,13,1,6,1,1,1,2,1,1,1,1,50,1,25,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,820,99999,9999,9999,3,170000,0,9999,9999
3,1,85,1,1,5,1990,2,99,7,3,1,9999999,9,770000,2,9999,9999,3,3,13,1,7,3,2,1,2,1,1,2,2,9999,9,9999,100,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,2,1437,99999,9999,9999,3,25200,0,9999,9999
3,1,62,1,1,5,1981,2,99,9,3,1,9999999,9,6387127,1,9998,275,1,2,12,1,6,7,4,1,2,1,1,1,1,50,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1981,2,3550,99999,9999,9999,3,921000,0,9999,9999
3,2,54,7,1,4,2011,2,99,9,1,9,9999999,9,9999999,9,9999,9999,9,9,6,2,3,3,2,1,2,1,1,3,2,9999,9,9999,200,2,9999,3,99999,4500,6,2,2,4500,9,9999,2002,80,999999,4700,1567,1500,3,100000,0,564,540
3,1,46,4,1,8,2011,1,99,18,2,1,9999999,9,1700000,2,9999,9999,3,1,13,1,6,4,3,1,2,1,1,2,1,60,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,12,2777,99999,9999,9999,3,490000,0,9999,9999
3,2,50,1,1,5,2004,2,99,14,2,1,9999999,9,1300000,1,2016,363,1,1,13,1,6,2,2,1,2,1,1,1,2,9999,9,9999,150,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,4875,99999,9999,9999,3,1273606,1,9999,9999
3,1,54,1,1,5,1999,2,99,17,2,1,9999999,9,1000000,1,2004,300,1,1,13,1,6,3,2,1,2,1,1,1,1,60,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,1999,1999,12,3388,99999,9999,9999,3,106000,0,9999,9999
3,2,62,4,1,6,2008,2,99,18,2,1,9999999,9,1000000,2,9999,9999,1,1,13,1,6,2,2,1,2,1,1,1,1,60,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,1994,1974,12,1721,99999,9999,9999,3,120000,0,9999,9999
3,1,29,1,1,5,2015,2,7,7,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,5,4,4,1,2,1,1,2,1,155,1,100,9999,2,9999,3,99999,7688,4,2,2,7711,9,9999,9999,80,999999,7292,0,0,3,200000,0,0,0
3,1,46,1,1,5,2010,2,99,7,2,1,9999999,9,850000,1,2010,9998,2,2,13,1,6,2,1,1,2,1,1,1,1,125,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,4525,99999,9999,9999,3,106000,0,9999,9999
3,2,35,1,1,5,2016,2,1,9,2,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,1,1,1,2,1,1,1,1,55,2,9999,9999,2,9999,2,99999,3850,2,2,2,3850,9,9999,2011,80,999999,3905,3905,3850,3,60000,0,781,770
3,1,53,1,1,9,2006,2,99,9,2,1,9999999,9,1675000,2,9999,9999,1,3,13,1,6,5,3,1,2,1,1,1,1,110,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,1993,12,910,99999,9999,9999,3,65000,0,9999,9999
3,1,34,1,1,4,2013,2,99,15,2,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,1,1,1,3,1,70,2,9999,9999,2,9999,3,99999,2626,2,2,2,2626,2,2006,2006,80,999999,2696,2696,2626,3,123000,0,263,256
3,2,38,1,1,5,2015,2,13,9,1,9,9999999,9,9999999,9,9999,9999,9,9,9,2,7,3,2,1,2,1,1,2,1,60,2,9999,9999,2,9999,3,99999,1100,2,2,2,1100,9,9999,9999,80,999999,1160,387,367,3,105000,0,133,126
3,1,24,1,1,5,2015,2,13,7,1,9,9999999,9,9999999,9,9999,9999,9,9,3,2,2,3,3,1,2,1,1,3,1,200,3,9999,9999,2,9999,2,99999,3175,2,2,2,3175,9,9999,9998,80,999999,3375,1125,1058,3,175000,0,231,218
3,2,39,1,1,5,2010,2,99,9,3,1,9999999,9,1100000,1,2010,200,2,3,13,1,6,2,2,1,2,1,1,2,2,9999,9,9999,100,2,9999,3,99999,99999,9,9,3,99999,9,9999,1999,2,3400,99999,9999,9999,3,1403606,1,9999,9999
3,2,48,1,1,13,2006,2,99,14,3,1,9999999,9,2000000,1,2006,350,2,2,10,1,5,3,3,1,2,1,1,1,2,9999,9,9999,200,2,9999,2,99999,99999,9,9,3,99999,8,9998,9998,2,6688,99999,9999,9999,3,415000,0,9999,9999
3,2,66,1,1,5,1976,1,99,7,3,1,9999999,9,2000000,2,9999,9999,1,3,10,1,5,3,3,1,1,1,1,1,1,80,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,3413,99999,9999,9999,3,309791,1,9999,9999
3,1,76,1,1,5,1977,1,99,17,3,1,9999999,9,2000000,2,9999,9999,1,1,10,1,5,3,3,1,2,1,1,1,1,120,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,1970,1970,2,4099,99999,9999,9999,3,61200,0,9999,9999
3,2,79,1,1,4,1987,2,99,9,3,1,9999999,9,6387127,2,9999,9999,1,3,11,1,6,6,3,1,2,1,1,1,2,9999,9,9999,65,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,3258,99999,9999,9999,3,51000,0,9999,9999
3,2,75,8,1,5,1983,2,99,24,3,1,9999999,9,1006000,2,9999,9999,1,3,11,1,6,4,3,1,1,1,1,2,1,110,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,1,1965,1973,2,1430,99999,9999,9999,3,177500,1,9999,9999
3,1,65,1,1,5,2004,2,99,7,2,1,9999999,9,6387127,2,9999,9999,1,1,12,1,6,5,4,1,2,1,1,2,1,408,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,12,6055,99999,9999,9999,3,1398606,1,9999,9999
3,1,60,1,1,5,2014,2,12,7,2,1,9999998,8,6387127,1,2013,450,1,1,12,1,6,6,4,1,2,1,1,1,2,9999,9,9999,200,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,12,32904,99999,9999,9999,3,500000,0,9999,9999
3,1,80,1,1,8,2007,2,99,7,2,1,9999999,9,6387127,1,2007,314,2,2,12,1,7,4,3,1,2,1,1,3,1,200,2,9999,9999,2,9999,3,99999,99999,9,9,3,99999,9,9999,9999,12,6200,99999,9999,9999,3,295200,0,9999,9999
3,1,39,1,1,9,2009,2,99,17,1,9,9999999,9,9999999,9,9999,9999,9,9,8,2,5,1,1,1,1,1,1,1,2,9999,9,9999,160,2,9999,2,99999,4800,2,2,2,4800,9,9999,2009,80,999999,4960,4960,4800,3,100000,0,595,576
3,1,32,1,1,5,2014,2,17,9,1,9,9999999,9,9999999,9,9999,9999,9,9,7,1,4,3,2,1,1,1,1,2,1,125,1,25,9999,2,9999,3,99999,5000,2,2,2,5000,9,9999,2006,80,999999,5150,1717,1667,3,1301006,1,0,0
3,2,52,1,1,4,2016,2,12,9,1,9,9999999,9,9999999,9,9999,9999,9,9,7,1,5,4,4,1,1,1,1,3,1,150,3,9999,9999,2,9999,3,99999,4700,2,2,2,4700,9,9999,1992,80,999999,4850,1213,1175,3,60000,0,970,940
3,2,84,4,1,4,1998,2,99,18,1,9,9999999,9,9999999,9,9999,9999,9,9,11,2,5,1,1,1,2,1,1,3,1,80,2,9999,9999,2,9999,3,99999,958,6,8,2,99998,1,1994,1994,21,999999,1038,1038,958,1,5568,0,1010,1010
3,2,85,4,1,4,2011,2,99,18,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,1,1,1,2,1,1,3,1,36,2,9999,9999,2,9999,3,99999,206,6,3,2,206,1,1982,1982,21,999999,242,242,206,1,6684,0,434,370
3,2,79,4,1,5,2007,2,99,18,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,2,2,1,2,1,1,2,1,25,2,9999,9999,2,9999,3,99999,400,6,2,2,400,1,1988,1988,21,999999,425,213,200,1,11120,0,459,432
3,2,85,1,1,5,2007,2,99,10,1,9,9999999,9,9999999,9,9999,9999,9,9,13,2,6,1,1,1,2,1,1,3,1,130,2,9999,9999,2,9999,3,99999,193,5,2,2,193,9,9999,1947,21,999999,323,323,193,1,9540,0,406,243
3,1,66,1,1,5,1972,1,99,7,3,1,9999999,9,6387127,2,9999,9999,1,1,13,1,7,4,3,1,1,1,1,4,3,9999,2,9999,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,999998,99999,9999,9999,1,10512,0,9999,9999
3,2,55,1,1,9,1995,2,99,9,3,1,9999999,9,6387127,2,9999,9999,3,3,13,1,7,4,3,1,2,1,1,4,2,9999,9,9999,110,2,9999,2,99999,99999,9,9,3,99999,9,9999,9998,2,810,99999,9999,9999,3,221953,1,9999,9999
3,2,51,1,1,5,2013,2,99,7,3,9,9999999,9,9999999,9,9999,9999,9,9,13,2,7,1,1,1,2,1,1,1,1,52,2,9999,9999,2,9999,2,99999,3000,2,2,2,3000,9,9999,9999,80,999999,3052,3052,3000,3,135000,0,271,267
3,1,30,1,1,5,2011,2,99,9,3,1,9999999,9,475000,1,9998,9998,2,3,13,1,6,1,1,1,2,1,1,1,1,408,1,25,9999,2,9999,2,99999,99999,9,9,3,99999,9,9999,2009,2,5425,99999,9999,9999,3,110000,0,9999,9999
3,2,40,1,1,5,1999,2,99,7,3,1,9999999,9,1800000,1,1999,320,2,3,12,1,6,4,3,1,2,1,1,1,2,9999,9,9999,125,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,3505,99999,9999,9999,3,100000,0,9999,9999
3,1,32,1,1,5,2006,2,99,7,3,1,9999999,9,1200000,1,2013,325,2,2,12,1,6,3,2,1,2,1,1,1,2,9999,9,9999,125,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,4325,99999,9999,9999,3,120000,0,9999,9999
3,1,59,1,1,5,2007,2,99,9,3,1,9999999,9,1800000,2,9999,9999,3,3,12,1,5,3,2,1,2,1,1,1,2,9999,9,9999,125,2,9999,2,99999,99999,9,9,3,99999,9,9999,2003,2,2060,99999,9999,9999,3,145000,0,9999,9999
3,2,56,1,1,4,1993,2,99,7,3,1,9999999,9,2000000,2,9999,9999,1,3,12,1,6,3,2,1,2,1,1,1,2,9999,9,9999,125,2,9999,2,99999,99999,9,9,3,99999,9,9999,9999,2,1354,99999,9999,9999,3,70000,0,9999,9999
